title,url,type_bill,year,period
PL 104-23 Ley Cero Violencia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/3013-proyecto-de-ley-104-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 103-23 Servicio Social,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/3012-proyecto-de-ley-103-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 102-23 Código de Comercio,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/3011-proyecto-de-ley-102-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 101-23 Lavado Verde,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/3010-proyecto-de-ley-101-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 100-23 Bicentenario Universidad Cartagena,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/3009-proyecto-de-ley-100-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 099-23 Código Extinción de Dominio,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/3008-proyecto-de-ley-099-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 098-23 Transporte Escolar,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/3007-proyecto-de-ley-098-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 097-23 Responsabilidad Fiscal,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/3006-proyecto-de-ley-097-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 096-23 Comparendos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/3002-proyecto-de-ley-096-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 095-23 Contratación Estatal,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/3001-proyecto-de-ley-095-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 094-23 Vivienda Rural,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/3000-proyecto-de-ley-094-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 093-23 Servicios Aereos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2999-proyecto-de-ley-093-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 092-23 Microorganismos Multirresistentes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2998-proyecto-de-ley-092-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 091-23 Inteligencia Artificial,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2997-proyecto-de-ley-091-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 090-23 Peajes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2996-proyecto-de-ley-090-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 089-23 Victimas Sector Religioso,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2995-proyecto-de-ley-089-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 087-23 Estudio de la Constitución,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2993-proyecto-de-ley-087-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 086-23 Seguridad Social en Salud,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2992-proyecto-de-ley-086-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 085-23 Economía Circular,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2991-proyecto-de-ley-085-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 084-23 Comision Protección Infancia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2990-proyecto-de-ley-084-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 083-23 Entornos Digitales Seguros,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2989-proyecto-de-ley-083-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 082-23 Visitas de Niños,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2988-proyecto-de-ley-082-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 081-23 Programa Acompañamiento Egresado,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2987-proyecto-de-ley-081-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 077-23 Peajes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2980-proyecto-de-ley-077-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 076-23 Educación para la Paz,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2979-proyecto-de-ley-076-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 075-23 Contratos de Exclusividad,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2978-proyecto-de-ley-075-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 074-23 Pauta Publicitaria,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2977-proyecto-de-ley-074-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 073-23 Programa Leo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2976-proyecto-de-ley-073-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 072-23 Tramites Transito Terrestre,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2975-proyecto-de-ley-072-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 071-23 Atención al Ciudadano,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2974-proyecto-de-ley-071-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 070-23 Abuso Sexual Infantil,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2973-proyecto-de-ley-070-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 069-23 Concejales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2972-proyecto-de-ley-069-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 068-23 Ley Niños No Experimento,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2971-proyecto-de-ley-068-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 067-23 Empresa Familiar,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2970-proyecto-de-ley-067-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 064-23 Divorcio,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2969-proyecto-de-ley-064-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 063-23 Atención Salud Mental,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2968-proyecto-de-ley-063-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 062-23 Ley Gabriel Esteban,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2967-proyecto-de-ley-062-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 061-23 Explotación Sexual Comercial,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2966-proyecto-de-ley-061-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 060-23 PAE,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2965-proyecto-de-ley-060-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 059-23 Inteligencia Artificial,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2964-proyecto-de-ley-059-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 058-23 Gobernanza Educación Superior Descargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2963-proyecto-de-ley-058-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 057-23 Código General del Proceso,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2962-proyecto-de-ley-057-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 056-23 - Humedales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2961-proyecto-de-ley-056-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 055-23 - Política Salud Mental,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2960-proyecto-de-ley-055-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 054-23 Capacitación Política,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2959-proyecto-de-ley-054-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 053-23 Huelga,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2958-proyecto-de-ley-053-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 052-23 Impuesto Predial,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2957-proyecto-de-ley-052-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 051-23 Nuevo Código Procesal del Trabajo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/3037-proyecto-de-ley-051-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 050-23 Producción Pecuaria,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2956-proyecto-de-ley-050-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 049-23 Seguridad y Vigilancia Privada,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/3123-proyecto-de-ley-049-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 046-23 FEM,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2953-proyecto-de-ley-046-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 045-23 Bozal Salvavidas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2952-proyecto-de-ley-045-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 044-23 Motos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2951-proyecto-de-ley-044-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 043-23 Justicia Eficaz,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2950-proyecto-de-ley-043-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 042-23 Hurto,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2949-proyecto-de-ley-042-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 041-23 Trabajo en Sistema Penal,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2948-proyecto-de-ley-041-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 040-23 Ley Kiara,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2947-proyecto-de-ley-040-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 039-23 Uso de Animales Vivos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2946-proyecto-de-ley-039-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 038-23 Rio Magdalena,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2945-proyecto-de-ley-038-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 037-23 Pejaes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2944-proyecto-de-ley-037-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 036-23 Tribunal Nacional de Etica Optométrica,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2943-proyecto-de-ley-036-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 035-23 Perros Guia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2942-proyecto-de-ley-035-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 034-23 Bebederos de Agua Potable,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2941-proyecto-de-ley-034-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 033-23 VPH,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2940-proyecto-de-ley-033-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 032-23 Bicicletas Públicas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2939-proyecto-de-ley-032-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 031-23 Licencia Conducción Digital,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2938-proyecto-de-ley-031-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 030-23 ICFES,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2937-proyecto-de-ley-030-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 029-23 Catedra Anticorrupción,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2936-proyecto-de-ley-029-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 028-23 ICBF Descargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2935-proyecto-de-ley-028-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 027-23 Servicio Social Obligatorio,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2934-proyecto-de-ley-027-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 026-23 Tala de Arboles,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2933-proyecto-de-ley-026-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 025-23 Techos Terrazas Verdes,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2932-proyecto-de-ley-025-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 024-23 Examen Nacional de Especialidades Medicas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2931-proyecto-de-ley-024-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 023-23 Cine Colombiano,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2930-proyecto-de-ley-023-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 022-23 Calidad Servicio Educativo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2929-proyecto-de-ley-022-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 021-23 Colombia Consume Responsable,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2928-proyecto-de-ley-021-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 020-23 Instituciones Educativas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2927-proyecto-de-ley-020-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 019-23 Vivienda,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2926-proyecto-de-ley-019-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 018-23 EPS,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2925-proyecto-de-ley-018-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 017-23 Covid19,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2924-proyecto-de-ley-017-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 016-23 Obsolescencia Dispositivos Eléctronicos Descargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2923-proyecto-de-ley-016-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 015-23 Política Pública Fauna Silvestre,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2922-proyecto-de-ley-015-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 014-23 Consulta Previa,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2921-proyecto-de-ley-014-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 013-23 Car,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2920-proyecto-de-ley-013-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 010-23 Agencia Nacional Seguridad Nacional Descargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2919-proyecto-de-ley-010-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 009-23 Politica Riesgo Desastres Animales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2918-proyecto-de-ley-009-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 008-23 Arbitraje,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2914-proyecto-de-ley-008-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 007-23 Formación Para el Trabajo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2913-proyecto-de-ley-007-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 006-23 Eutanasia,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2912-proyecto-de-ley-006-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 005-23 Salud,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2911-proyecto-de-ley-005-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 004-23 Cabalgatas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2910-proyecto-de-ley-004-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 003-23 Toros,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2909-proyecto-de-ley-003-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 002-23 Propiedad Horizontal,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2908-proyecto-de-ley-002-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PL 001-23 Reparación de Victimas,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2023-2024/2907-proyecto-de-ley-001-de-2023,Proyecto de ley,2023-2024,2022 - 2026
PAL 20-24 Derecho Alimentación,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/3113-proyecto-de-acto-legislativo-20-de-2024,Acto legislativo,2023-2024,2022 - 2026
PAL 19-24 Manizales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/3112-proyecto-de-acto-legislativo-19-de-2024,Acto legislativo,2023-2024,2022 - 2026
PAL 18-24 Autonomia de Departamentos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/3111-proyecto-de-acto-legislativo-18-de-2024,Acto legislativo,2023-2024,2022 - 2026
PAL 16-23 Inhabilidad Senador,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/3079-proyecto-de-acto-legislativo-16-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 15-23 Cargos de Elección Popular,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/3078-proyecto-de-acto-legislativo-15-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 14-23 Fuerzas Militares,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/3005-proyecto-de-acto-legislativo-14-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 13-23 Vigilancia Educación,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/3004-proyecto-de-acto-legislativo-13-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 12-23 Sistema General de Participaciones,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/3003-proyecto-de-acto-legislativo-12-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 11-23 Policía Local,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/2986-proyecto-de-acto-legislativo-11-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 10-23 Atutonomia Territorial,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/2985-proyecto-de-acto-legislativo-10-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 09-23 Agua,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/2984-proyecto-de-acto-legislativo-09-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 08-23 Mesada 14,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/2983-proyecto-de-acto-legislativo-08-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 07-23 Derecho a la Educación,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/2982-proyecto-de-acto-legislativo-07-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 06-23 Derecho a la Vida,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/2981-proyecto-de-acto-legislativo-06-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 05-23 Circunscripción Personas con Discapacidad,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/2955-proyecto-de-acto-legislativo-05-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 04-23 Alimentación,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/2954-proyecto-de-acto-legislativo-04-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 03-23 Pension Fuerzas Militares,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/2917-proyecto-de-acto-legislativo-03-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 02-23 Preservar la Vida Humana,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/2916-proyecto-de-acto-legislativo-02-de-2023,Acto legislativo,2023-2024,2022 - 2026
PAL 01-23 Animales en la Constitución,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-acto-2023-2024/2915-proyecto-de-acto-legislativo-01-de-2023,Acto legislativo,2023-2024,2022 - 2026
PL 331-23 Seguridad Digital,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2902-proyecto-de-ley-331-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 330-23 Diputados,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2901-proyecto-de-ley-330-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 321-23 Servicios Aereos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2904-proyecto-de-ley-321-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 320-23 Servicio Público de EnergiaDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2903-proyecto-de-ley-320-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 319-23 Violencia Vicaria,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2900-proyecto-de-ley-319-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 309-23 Corridas de Toros,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2898-proyecto-de-ley-309-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 308-23 Ley Cero,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2897-proyecto-de-ley-308-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 306-23 Contraloría,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2896-proyecto-de-ley-306-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 305-23 Administraciones Distritales,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2895-proyecto-de-ley-305-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 304-23 Medalla Edwin KemmererDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2894-proyecto-de-ley-304-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 302-23 Contratación,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2893-proyecto-de-ley-302-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 301-23 Motos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2892-proyecto-de-ley-301-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 300-23 Ingenieria Agropecuaria,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2891-proyecto-de-ley-300-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 299-23 Empleo,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2890-proyecto-de-ley-299-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 298 DE 2023 Honores Misael Pastrana,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2889-proyecto-de-ley-298-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 297 DE 2023 Honores Belisario Betancur,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2888-proyecto-de-ley-297-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 296-23 Ley de Veteranos,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2886-proyecto-de-ley-296-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 295-23 PolÍtica de Salud,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2885-proyecto-de-ley-295-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL 294-2023 - ONE HEALTHDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2884-proyecto-de-ley-294-de-2023,Proyecto de ley,2022-2023,2022 - 2026
PL293-2023 - REFORMA PENSIONALDescargar ,https://leyes.senado.gov.co/proyectos/index.php/textos-radicados-senado/p-ley-2022-2024/2883-proyecto-de-ley-293-de-2023,Proyecto de ley,2022-2023,2022 - 2026
