No Senado,No Cámara,Objeto de proyecto,Título,Autor,Origen,Fecha de radicación,Comisión,Estado,Contenido,Observaciones,url,Cuatrienio,Legislatura
233 24,,POR MEDIO DE LA CUAL SE ESTABLECEN MEDIDAS PARA FORTALECER LA SEGURIDAD CIUDADANA Y SE DICTAN OTRAS DISPOSICIONES,ESTABLECEN MEDIDAS PARA FORTALECER LA SEGURIDAD CIUDADANA Y SE DICTAN OTRAS DISPOSICIONES,"['MANUEL VIRGUEZ PIRAQUIVE', ' ANA PAOLA AGUDELO GARCÍA', ' CARLOS EDUARDO GUEVARA VILLABÓN', ' IRMA LUZ HERRERA RODRÍGUEZ']",SENADO DE LA REPUBLICA,27 Febrero 2024,PRIMERA,ARCHIVADO,,JUDICIAL,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/233,2022 - 2026,2023 - 2024
234 24,,"POR MEDIO DE LA CUAL SE FORTALECE LA ACTIVIDAD DEL CAMPESINO, SE ESTABLECEN LOS PROGRAMAS DE MAQUINARIA VERDE PARA EL EMPRENDIMIENTO AGROPECUARIO EN EL PAÍS, Y SE DICTAN OTRAS DISPOSICIONES",FORTALECE LA ACTIVIDAD DEL CAMPESINO,"['MANUEL VIRGUEZ PIRAQUIVE', ' ANA PAOLA AGUDELO GARCÍA', ' CARLOS EDUARDO GUEVARA VILLABÓN', ' IRMA LUZ HERRERA RODRÍGUEZ.']",SENADO DE LA REPUBLICA,27 Febrero 2024,QUINTA,ARCHIVADO,,AGROPECUARIO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/234,2022 - 2026,2023 - 2024
235 24,,"POR MEDIO DE LA CUAL SE REGULA LA ASIGNACIÓN DE PLAZAS O ESCENARIOS DE PRÁCTICA LABORAL, LA PRÁCTICA DE JUDICATURA Y PASANTÍAS, Y SE DICTAN OTRAS DISPOSICIONES",REGULA LA ASIGNACIÓN DE PLAZAS O ESCENARIOS DE PRÁCTICA LABORAL,"['MANUEL VIRGUEZ PIRAQUIVE', ' ANA PAOLA AGUDELO GARCÍA', ' CARLOS EDUARDO GUEVARA VILLABÓN', ' IRMA LUZ HERRERA RODRÍGUEZ.']",SENADO DE LA REPUBLICA,27 Febrero 2024,SEXTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/235,2022 - 2026,2023 - 2024
236 24,455 24,POR LA CUAL SE PROMUEVE LA CULTURA DE ADOPCIÓN Y PROTECCIÓN PARA PARQUES SANOS Y SEGUROS EN BENEFICIO DE LA INFANCIA Y LA JUVENTUD Y SE DICTAN OTRAS DISPOSICIONES,PROMUEVE LA CULTURA DE ADOPCIÓN Y PROTECCIÓN PARA PARQUES SANOS Y SEGUROS EN BENEFICIO DE LA INFANCIA Y LA JUVENTUD Y SE DICTAN OTRAS DISPOSICIONES,"['MANUEL VIRGUEZ PIRAQUIVE', ' ANA PAOLA AGUDELO GARCÍA', ' CARLOS EDUARDO GUEVARA VILLABÓN', ' IRMA LUZ HERRERA RODRÍGUEZ.']",SENADO DE LA REPUBLICA,27 Febrero 2024,SEPTIMA,PENDIENTE DE ENVIAR A COMISIÓN EN CÁMARA,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/236,2022 - 2026,2023 - 2024
237 24,,POR MEDIO DEL CUAL SE DECLARA PATRIMONIO CULTURAL E INMATERIAL LA LEYENDA DEL HOMBRE CAIMÁN Y EL FESTIVAL FOLCLÓRICO DE LA LEYENDA DEL HOMBRE CAIMÁN FFLHC DEL MUNICIPIO DE PLATO MAGDALENA Y SE DICTAN OTRAS DISPOSICIONES,POR MEDIO DEL CUAL SE DECLARA PATRIMONIO CULTURAL E INMATERIAL LA LEYENDA DEL HOMBRE CAIMÁN Y EL FESTIVAL FOLCLÓRICO DE LA LEYENDA DEL HOMBRE CAIMÁN FFLHC DEL MUNICIPIO DE PLATO MAGDALENA Y SE DICTAN OTRAS DISPOSICIONES,"['CARLOS MARIO FARELO DAZA', ' DIDIER LOBO CHINCHILLA', ' CARLOS FERNANDO MOTOA SOLARTE', ' JOHN MOISES BESAILE FAYAD', ' EDGAR DE JESÚS DIAZ CONTRERAS', ' JORGE ENRIQUE BENEDETTI MARTELO']",SENADO DE LA REPUBLICA,28 Febrero 2024,SEXTA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,PATRIMONIO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/237,2022 - 2026,2023 - 2024
238 24,,POR MEDIO DEL CUAL LA NACIÓN SE ASOCIA A LA CELBRACIÓN DE LOS 400 AÑOS DE FUNDACIÓN DEL MUNICIPIO DE PLATO DEPARTAMENTO DEL MAGDALENA 1626 2026 Y SE DICTAN OTRAS DISPOSICIONES,POR MEDIO DEL CUAL LA NACIÓN SE ASOCIA A LA CELBRACIÓN DE LOS 400 AÑOS DE FUNDACIÓN DEL MUNICIPIO DE PLATO DEPARTAMENTO DEL MAGDALENA 1626 2026 Y SE DICTAN OTRAS DISPOSICIONES,"['CARLOS MARIO FARELO DAZA', ' DIDIER LOBO CHINCHILLA', ' CARLOS FERNANDO MOTOA SOLARTE', ' JOHN MOISES BESAILE FAYAD', ' EDGAR DE JESÚS DIAZ CONTRERAS', ' JORGE ENRIQUE BENEDETTI MARTELO']",SENADO DE LA REPUBLICA,28 Febrero 2024,SEGUNDA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,HONORES,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/238,2022 - 2026,2023 - 2024
239 24,,POR MEDIO DE LA CUAL SE DECLARA EL DÍA NACIONAL DEL ÁRBOL Y SE DICTAN OTRAS DISPOSICIONES,DECLARA EL DÍA NACIONAL DEL ÁRBOL Y SE DICTAN OTRAS DISPOSICIONES,"['CARLOS EDUARDO GUEVARA VILLABÓN', ' ANA PAOLA AGUDELO GARCÍA', ' MANUEL VIRGUEZ PIRAQUIVE', ' IRMA LUZ HERRERA RODRÍGUEZ.']",SENADO DE LA REPUBLICA,01 Marzo 2024,SEGUNDA,ARCHIVADO,,HONORES,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/239,2022 - 2026,2023 - 2024
240 24,,"POR MEDIO DE LA CUAL SE FOMENTAN PRACTICAS RECREATIVAS Y LÚDICAS LIBRES DEL USO DE FUEGOS ARTIFICIALES Y O JUEGOS PIROTECNICOS,GARANTIZANDO LA SALUD HUMANA Y ANIMAL,LA DISMINUCIÓN DE IMPACTOS AMBIENTALES Y SE DICTAN OTRAS DISPOSICIONES",FOMENTAN PRACTICAS RECREATIVAS Y LÚDICAS LIBRES DEL USO DE FUEGOS ARTIFICIALES Y O JUEGOS PIROTECNICOS,"['ESMERALDA HERNANDEZ SILVA', 'ISABEL CRISTINA ZULETA LOPEZ', 'PEDRO HERNANDO FLOREZ PORRAS', 'GLORIA INES FLOREZ', 'SANDRA JANETH JAIMES CRUZ', 'MARTHA PERALTA EPIEYÚ', 'MARIA JOSE PIZARRO RODRIGUEZ', 'INTI RAUL ASPRILLA REYES', 'ANTONIO JOSE CORREA JIMENEZ']",SENADO DE LA REPUBLICA,05 Marzo 2024,SEPTIMA,ARCHIVADO,,SALUD,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/240,2022 - 2026,2023 - 2024
241 24,,"POR MEDIO DEL CUAL SE ADOPTA UNA POLÍTICA DE ESTADO PARA ORDENAR LA DELIMITACIÓN, RECUPERACIÓN, RESTAURACIÓN Y ORDENAMIENTO AMBIENTAL Y AGRARIO DE LOS LAGOS, CIÉNAGAS, PLAYONES Y SABANAS COMUNALES",POR MEDIO DEL CUAL SE ADOPTA UNA POLÍTICA DE ESTADO PARA ORDENAR LA DELIMITACIÓN,"['AÍDA AVELLA ESQUIVEL', ' JAHEL QUIROGA CARRILLO', ' CLARA EUGENIA LOPEZ OBREGÓN', ' GLORIA INES FLOREZ SCHNEIDER', ' AIDA MARINA QUILCUE VIVAS', ' OMAR DE JESÚS RESTREPO CORREA', ' CATALINA DEL SOCORRO PÉREZ', ' GABRIEL BECERRA YAÑEZ.']",SENADO DE LA REPUBLICA,05 Marzo 2024,QUINTA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,AMBIENTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/241,2022 - 2026,2023 - 2024
242 24,141 23,"POR MEDIO DEL CUAL LA NACIÓN SE ASOCIA A LA CONMEMORACIÓN DEL CENTENARIO DEL MUNICIPIO DE MARQUETALIA, DEPARTAMENTO DE CALDAS, RINDE HOMENAJE A SUS HABITANTES Y SE DICTAN OTRAS DISPOSICIONES",POR MEDIO DEL CUAL LA NACIÓN SE ASOCIA A LA CONMEMORACIÓN DEL CENTENARIO DEL MUNICIPIO DE MARQUETALIA,"['GUIDO ECHEVERRI PIEDRAHITA', ' GERMÁN ALCIDES BLANCO ÁLVAREZ', ' HUMBERTO DE LA CALLE LOMBANA JUANA CAROLINA LONDOÑO JARAMILLO', ' WILDER IBERSON ESCOBAR ORTIZ', ' JUAN SEBASTIÁN GÓMEZ GONZÁLES']",CÁMARA DE REPRESENTANTES,16 Agosto 2023,SEGUNDA,PENDIENTE ENVIAR A SANCIÓN,,HONORES,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/242,2022 - 2026,2023 - 2024
243 24,034 23,"POR MEDIO DE LA CUAL SE RECONOCE AL RÍO CAQUETÁ, SU CUENCA Y AFLUENTES COMO SUJETO DE DERECHOS, SE ESTABLECEN MEDIDAS PARA SU PROTECCIÓN Y CONSERVACIÓN, Y SE DICTAN OTRAS DISPOSICIONES",RECONOCE AL RÍO CAQUETÁ,"['HÉCTOR MAURICIO CUÉLLAR PINZÓN', ' JULIO ROBERTO SALAZAR PÉRDOMO', ' LUIS RAMIRO RICARDO BUELVAS', ' ANDRÉS FELIPE JIMÉNEZ VARGAS', ' RUTH AMELIA CAYCEDO ROSERO', ' LUIS MIGUEL LÓPEZ ARISTIZÁBAL', ' DELCY ESPERANZA ISAZA BUENAVENTURA', ' CIRO ANTONIO RODRÍGUEZ PINZÓN', ' ARMANDO ANTONIO ZABARAÍN DE ARCE', ' ALFREDO APE CUELLO BAUTE', ' WADITH ALBERTO MANZUR IMBETT', ' LIBARDO CRUZ CASADO', ' JUAN LORETO GÓMEZ SOTO', ' GILMA DÍAZ ARIAS', ' GERSON LISÍMACO MONTAÑO ARIZALA', ' JOHN FREDY NÚÑEZ RAMOS', ' JHON FREDI VALENCIA CAICEDO', ' ERMES EVELIO PETE VIVAS', ' LEYLA MARLENY RINCÓN TRUJILLO', ' GABRIEL ERNESTO PARRADO DURÁN', ' FLORA PERDOMO ANDRADE', ' OSCAR LEONARDO VILLAMIZAR MENESES', ' JUAN FERNANDO ESPINAL RAMÍREZ', ' OLGA BEATRIZ GONZÁLEZ CORREA', ' CARLOS ADOLFO ARDILA ESPINOSA', ' GERARDO YEPES CARO', ' LEONOR MARÍA PALENCIA VEGA']",CÁMARA DE REPRESENTANTES,26 Julio 2023,QUINTA,PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO,,AMBIENTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/243,2022 - 2026,2023 - 2024
244 24,067 23,"POR MEDIO DE LA CUAL SE ESTABLECE EL GALARDÓN SIMONA AMAYA , POR SU SACRIFICIO, VALENTÍA, HONOR Y ARROJO, QUE CONTRIBUYERON EN LA CAMPAÑA LIBERTADORA Y SE DICTAN OTRAS DISPOSICIONES",ESTABLECE EL GALARDÓN SIMONA AMAYA ,"['WILMER YAIR CASTELLANOS HERNÁNDEZ', ' CAROLINA GIRALDO BOTERO', ' ELIZABETH JAY PANG DÍAZ', ' CARMEN FELISA RAMÍREZ BOSCÁN', ' GERSEL LUIS PÉREZ ALTAMIRANDA', ' MÓNICA KARINA BOCANEGRA PANTOJA', ' ERIKA TATIANA SÁNCHEZ PINTO', ' ÁLVARO MAURICIO LONDOÑO LUGO', ' GILMA DÍAZ ARIAS']",CÁMARA DE REPRESENTANTES,01 Agosto 2023,SEGUNDA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,HONORES,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/244,2022 - 2026,2023 - 2024
245 24,027 23,POR MEDIO DE LA CUAL SE DECLARA PATRIMONIO CULTURAL INMATERIAL DE LA NACION EL FESTIVAL NACIONAL EL CONCURSO NACIONAL CIUDAD FLORIDA BLANCA HERMANOS MARTÍNEZ Y TODAS SUS MANIFESTACIONES CULTURALES,DECLARA PATRIMONIO CULTURAL INMATERIAL DE LA NACION EL FESTIVAL NACIONAL EL CONCURSO NACIONAL CIUDAD FLORIDA BLANCA HERMANOS MARTÍNEZ Y TODAS SUS MANIFESTACIONES CULTURALES,"['MIGUEL ÁNGEL PINTO HERNÁNDEZ', ' JAIME ENRIQUE DURÁN BARRERA ÁLVARO LEONEL RUEDA CABALLERO', ' CARLOS FELIPE QUINTERO OVALLE', ' OSCAR HERNÁN SÁNCHEZ LEÓN', ' CARLOS ADOLFO ARDILA ESPINOSA', ' KARYME ADRANA COTES MARTÍNEZ', ' ANDRÉS DAVID CALLE AGUAS', ' ANDRÉS FELIPE JIMÉNEZ VARGAS', ' HERNÁN DARÍO CADAVID MÁRQUEZ', ' MIGUEL ABRAHAM POLO POLO', ' JUAN MANUEL CORTÉS DUEÑAS']",CÁMARA DE REPRESENTANTES,25 Julio 2023,SEXTA,PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/245,2022 - 2026,2023 - 2024
246 24,150 23,"POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA A LA CONMEMORACIÓN DEL BICENTENARIO DE LA INSTITUCIÓN EDUCATIVA COLEGIO DE SANTA LIBRADA, DEL DISTRITO DE SANTIAGO DE CALI, DEPARTAMENTO DEL VALLE DEL CAUCA, Y SE DICTAN OTRAS DISPOSICIONES",POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA A LA CONMEMORACIÓN DEL BICENTENARIO DE LA INSTITUCIÓN EDUCATIVA COLEGIO DE SANTA LIBRADA,"['ALEXÁNDER LÓPEZ MAYA', ' NORMA HURTADO SÁNCHEZ', ' JUAN CARLOS GARCÉS ROJAS', ' JOSE LUIS PÉREZ OYUELA', ' WILSON ARIAS CASTILLO', ' CARLOS ABRAHAM JIMÉNEZ', ' PAULINO RIASCOS RIASCOS', ' CARLOS FERNANDO MOTOA SOLARTE', ' MARIA FERNANDA CABAL MOLINA', ' JORGE ELIÉCER TAMAYO MARULANDA', ' CHRISTIAN MUNIR GARCÉS ALJURE', ' JORGE ALEJANDRO OCAMPO GIRALDO', ' ALFREDO MONDRAGÓN GARZÓN', ' HERNANDO GONZÁLEZ', ' LUIS ALBERTO ALBÁN URBANO', ' MARELEN CASTILLO TORRES', ' GLORIA ELENA ARIZABALETA CORRAL', ' ÁLVARO HENRY MONEDERO RIVERA', ' JOSÉ ALBERTO TEJADA ECHEVERRY', ' LEONARDO DE JESÚS GALLEGO ARROYAVE', ' DUVALIER SÁNCHEZ ARANGO', ' ORLANDO CASTILLO ADVINCULA', ' JULIÁN DAVID LÓPEZ TENORIO']",CÁMARA DE REPRESENTANTES,16 Agosto 2023,SEGUNDA,PENDIENTE ENVIAR A SANCIÓN,,HONORES,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/246,2022 - 2026,2023 - 2024
247 24,129 22,"POR EL CUAL SE ADOPTAN CRITERIOS AMBIENTALES GENERALES PARA LA PROTECCIÓN DE LA AMAZONÍA, SE ADOPTAN MECANISMOS DE PAGO POR SERVICIOS AMBIENTALES PARA SU ORDENAMIENTO Y CONSERVACIÓN, Y SE DICTAN OTRAS DISPOSICIONES",POR EL CUAL SE ADOPTAN CRITERIOS AMBIENTALES GENERALES PARA LA PROTECCIÓN DE LA AMAZONÍA,"['ANDREA PADILLA VILLARRAGA', ' CÉSAR AUGUSTO PACHÓN ACHURY', ' GERMÁN ALCIDES BLANCO ÁLVAREZ CARLOS ADOLFO ARDILA ESPINOSA', ' GERMÁN ROGELIO ROZO ANÍS', ' KELYN JOHANA GONZÁLEZ DUARTE', ' HÉCTOR DAVID CHAPARRO CHAPARRO', ' ÁLVARO LEONEL RUEDA CABALLERO', ' MODESTO ENRIQUE AGUILERA VIDES', ' GILMA DÍAZ ARIAS', ' HÉCTOR MAURICIO CUÉLLAR PINZÓN', ' DOLCEY OSCAR TORRES ROMERO', ' DIEGO FERNANDO CAICEDO NAVAS', ' HERNANDO GONZÁLEZ', ' SILVIO JOSÉ CARRASQUILLA TORRES', ' ERMES EVELIO PETE VIVAS', ' JORGE MÉNDEZ HERNÁNDEZ', ' LUIS RAMIRO RICARDO BUELVAS', ' NICOLÁS ANTONIO BARGUIL CUBILLOS', ' JAIME RODRÍGUEZ CONTRERAS', ' JULIÁN PEINADO RAMÍREZ', ' LUIS CARLOS OCHOA TOBÓN', ' OLGA BEATRIZ GONZÁLEZ CORREA', ' ELIZABETH JAY PANG DÍAZ', ' JOSÉ OCTAVIO CARDONA LEÓN', ' YENICA SUGEIN ACOSTA INFANTE', ' HUGO ALFONSO ARCHILA SUÁREZ', ' LUVI KATHERINE MIRANDA PEÑA', ' CRISTIAN DANILO AVENDAÑO FINO', ' KARYME ADRANA COTES MARTÍNEZ', ' JUAN FERNANDO ESPINAL RAMÍREZ', ' FLORA PERDOMO ANDRADE', ' DIEGO PATIÑO AMARILES', ' JULIA MIRANDA LONDOÑO', ' ÁLVARO HENRY MONEDERO RIVERA', ' WILMER YESID GUERRERO AVENDAÑO', ' OLGA LUCIA VELÁSQUEZ NIETO']",CÁMARA DE REPRESENTANTES,10 Agosto 2022,QUINTA,ARCHIVADO,,AMBIENTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/247,2022 - 2026,2023 - 2024
248 24,258 22,POR MEDIO DE LA CUAL SE RECONOCE AL PAISAJE CULTURAL CAFETERO DE COLOMBIA COMO ZONA RESTRINGIDA DE MINERÍA Y SE DICTAN OTRAS DISPOSICIONES.,RECONOCE AL PAISAJE CULTURAL CAFETERO DE COLOMBIA COMO ZONA RESTRINGIDA DE MINERÍA Y SE DICTAN OTRAS DISPOSICIONES.,['Honorables Senadores Inti Raúl Asprilla Reyes y Edwing Fabián Díaz Plata.'],CÁMARA DE REPRESENTANTES,26 Octubre 2022,QUINTA,ARCHIVADO,,AMBIENTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/248,2022 - 2026,2023 - 2024
249 24,,POR LA CUAL SE RECONOCE AL TERRITORIO DE ARMERO Y AL VOLCAN NEVADO DEL RUÍZ COMO PATRIMONIO CULTURAL DE LA NACIÓN Y SE DICTAN OTRAS DISPOSICIONES,RECONOCE AL TERRITORIO DE ARMERO Y AL VOLCAN NEVADO DEL RUÍZ COMO PATRIMONIO CULTURAL DE LA NACIÓN Y SE DICTAN OTRAS DISPOSICIONES,"['GUIDO ECHEVERRY PIEDRAHITA', 'MIGUEL ANGEL BARRETO CASTILLO', ' OLGA BEATRIZ GONZALEZ CORREA', 'CARLOS EDWAR OSORIO AGUIAR', 'HAIVER RINCON GUTIERREZ', 'DELCY ISAZA BUENAVENTURA', 'JUAN SEBASTIAN GOMEZ GONZALES', 'WILDER IBERSON ESCOBAR ORTIZ', 'JUANA CAROLINA LONDOÑO JARAMILLO', 'JOSE ALEJANDRO MARTINEZ SANCHEZ']",SENADO DE LA REPUBLICA,06 Marzo 2024,SEXTA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,,PATRIMONIO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/249,2022 - 2026,2023 - 2024
250 24,207 22,"POR MEDIO DEL CUAL SE TRANSFORMAN LOS ZOOLÓGICOS, PARQUES ANIMALES, EXHIBICIONES ANIMALES Y PARQUES TEMÁTICOS EN PARQUES DE LA CONSERVACIÓN CON COMPONENTE DE CONSERVACIÓN E INVESTIGACIÓN CIENTÍFICA",POR MEDIO DEL CUAL SE TRANSFORMAN LOS ZOOLÓGICOS,"['PAOLA ANDREA HOLGUÍN MORENO', ' JUAN FERNANDO ESPINAL RAMÍREZ', ' DANIEL CARVALHO MEJÍA', ' JUAN CAMILO LONDOÑO BARRERA', ' YENICA SUGEIN ACOSTA INFANTE', ' YULIETH ANDREA SÁNCHEZ CARREÑO', ' ANDRÉS FELIPE JIMÉNEZ VARGAS', ' ÓSCAR DARÍO PÉREZ PINEDA', ' HERNÁN DARÍO CADAVID MÁRQUEZ', ' LUVI KATHERINE MIRANDA PEÑA', ' MAURICIO PARODI DÍAZ', ' CARLOS EDWARD OSORIO AGUIAR', ' JOSÉ JAIME USCÁTEGUI PASTRANA', ' ANA ROGELIA MONSALVE ÁLVAREZ']",CÁMARA DE REPRESENTANTES,21 Septiembre 2022,QUINTA,PENDIENTE ENVIAR A SANCIÓN,,AMBIENTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/250,2022 - 2026,2023 - 2024
251 24,116 22,"POR MEDIO DEL CUAL SE MODIFICA EL PROCEDIMIENTO SANCIONATORIO AMBIENTAL LEY 1333 DE 2009, CON EL PROPÓSITO DE OTORGAR HERRAMIENTAS EFECTIVAS PARA PREVENIR Y SANCIONAR A LOS INFRACTORES Y SE DICTAN OTRAS DISPOSICIONES",POR MEDIO DEL CUAL SE MODIFICA EL PROCEDIMIENTO SANCIONATORIO AMBIENTAL LEY 1333 DE 2009,"['ANGÉLICA LISBETH LOZANO CORREA', ' EDWING FABIÁN DÍAZ PLATA', ' IVÁN LEONIDAS NAME VÁSQUEZ', ' ANA CAROLINA ESPITIA JEREZ', ' JULIA MIRANDA LONDOÑO', ' ELKIN RODOLFO OSPINA OSPINA', ' CAROLINA GIRALDO BOTERO', ' CATHERINE JUVINAO CLAVIJO', ' JUAN DIEGO MUÑOZ CABRERA', ' SANTIAGO OSORIO MARÍN', ' DANIEL CARVALHO MEJÍA', ' JAIME RAÚL SALAMANCA TORRES', ' JUAN SEBASTIÁN GÓMEZ GONZÁLES', ' CRISTIAN DANILO AVENDAÑO FINO', ' WILDER IBERSON ESCOBAR ORTIZ', ' WILMER YAIR CASTELLANOS HERNÁNDEZ', ' OLGA LUCIA VELÁSQUEZ NIETO']",CÁMARA DE REPRESENTANTES,05 Agosto 2022,QUINTA,PENDIENTE ENVIAR A SANCIÓN,,AMBIENTE,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/251,2022 - 2026,2023 - 2024
252 24,048 23,POR MEDIO DEL CUAL SE RECONOCE COMO PATRIMONIO INMATERIAL DE LA NACIÓN LAS PRACTICAS Y MANIFESTACIONES ASOCIADAS AL TIPLE DE ENVIGADO,POR MEDIO DEL CUAL SE RECONOCE COMO PATRIMONIO INMATERIAL DE LA NACIÓN LAS PRACTICAS Y MANIFESTACIONES ASOCIADAS AL TIPLE DE ENVIGADO,"['JULIÁN PEINADO RAMÍREZ', ' WILDER IBERSON ESCOBAR ORTIZ', ' ANÍBAL GUSTAVO HOYOS FRANCO', ' WILMER YESID GUERRERO AVENDAÑO', ' CÉSAR CRISTIAN GÓMEZ CASTRO']",CÁMARA DE REPRESENTANTES,26 Julio 2023,SEXTA,PENDIENTE ENVIAR A SANCIÓN,,PATRIMONIO,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/252,2022 - 2026,2023 - 2024
253 24,"054 23 ACUM 087,095,109","POR MEDIO DE LA CUAL SE MODIFICAN ALGUNAS DISPOSICIONES DE LA LEY 1861 DE 2017, SE INCENTIVAN LOS DERECHOS Y DEBERES DE QUIENES PRESTEN EL SERVICIO MILITAR OBLIGATORIO Y SE DICTAN OTRAS DISPOSICIONES",MODIFICAN ALGUNAS DISPOSICIONES DE LA LEY 1861 DE 2017,"['LUVI KATHERINE MIRANDA PEÑA', ' SUSANA GÓMEZ CASTAÑO']",CÁMARA DE REPRESENTANTES,28 Julio 2023,SEGUNDA,LEY,,MILITAR,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/253,2022 - 2026,2023 - 2024
254 24,,"POR MEDIO DE LA CUAL SE FORMULAN LINEAMIENTOS DE POLÍTICA PÚBLICA PARA LA SEGURIDAD DIGITAL DE NIÑOS, NIÑAS Y ADOLESCENTES, SE MODIFICA LA LEY 1146 DE 2007, LA LEY 599 DE 2000 Y SE DICTAN OTRAS DISPOSICIONES",FORMULAN LINEAMIENTOS DE POLÍTICA PÚBLICA PARA LA SEGURIDAD DIGITAL DE NIÑOS,"['ANA PAOLA AGUDELO GARCÍA', ' MANUEL VIRGUEZ PIRAQUIVE', ' CARLOS EDUARDO GUEVARA VILLABON', ' IRMA LUZ HERRERA RODRIGUEZ.']",SENADO DE LA REPUBLICA,12 Marzo 2024,PRIMERA,ARCHIVADO,,NIÑEZ,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/254,2022 - 2026,2023 - 2024
255 24,,"POR LA CUAL SE ESTABLECEN LINEAMIENTOS DE USO DE INTELIGENCIA ARTIFICIAL PARA MEJORAR LA EFICIENCIA EN DISMINUCIÓN DE SINIESTROS VIALES Y SUS COSTOS, AUTOMATIZANDO LOS PROCESOS DE ANÁLISIS Y CONTROL DE RIESGOS DE SINIESTRALIDAD VIAL EN TIEMPO REAL CON IA",ESTABLECEN LINEAMIENTOS DE USO DE INTELIGENCIA ARTIFICIAL PARA MEJORAR LA EFICIENCIA EN DISMINUCIÓN DE SINIESTROS VIALES Y SUS COSTOS,"['GUIDO ECHEVERRY PIEDRAHITA', ' HERNANDO GONZALEZ']",SENADO DE LA REPUBLICA,13 Marzo 2024,SEXTA,PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO,,TECNOLOGIA,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2023-2024/article/255,2022 - 2026,2023 - 2024
