No Senado,No Cámara,Objeto de proyecto,Título,Autor,Origen,Fecha de radicación,Comisión,Estado,Contenido,Observaciones,url,Cuatrienio,Legislatura
042 22,,"POR MEDIO DE LA CUAL SE GARANTIZA EL MANEJO DE LA HIGIENE MENSTRUAL EN EL PAÍS Y SE PROVEE DE MANERA GRATUITA ARTÍCULOS DE HIGIENE MENSTRUAL A NIÑAS, MUJERES Y PERSONAS MENSTRUANTES EN CONDICIÓN DE VULNERABILIDAD",GARANTIZA EL MANEJO DE LA HIGIENE MENSTRUAL EN EL PAÍS Y SE PROVEE DE MANERA GRATUITA ARTÍCULOS DE HIGIENE MENSTRUAL A NIÑAS,"['SOLEDAD TAMAYO TAMAYO', ' DIELA LILIANA BENAVIDES SOLARTE', ' LAURA ESTER FORTICH SÁNCHEZ', ' LILIANA ESTHER BITAR CASTILLA', ' NICOLÁS ALBEIRO ECHEVERRY ALVARÁN', ' NADIA GEORGETTE BLEL SCAFF', ' EFRAÍN JOSÉ CEPEDA SARABIA', ' ANA MARIA CASTAÑEDA GÓMEZ', ' JUAN CARLOS GARCÍA GÓMEZ JULIO ROBERTO SALAZAR PERDOMO']",SENADO DE LA REPUBLICA,22 Julio 2022,SEPTIMA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/43,2022 - 2026,2022 - 2023
043 22,,"POR MEDIO DEL CUAL SE BRINDAN GARANTÍAS PARA ACCESO A SALUD PARA LA POBLACIÓN RURAL, Y SE CREA EL PLAN NACIONAL DE SALUD RURAL",POR MEDIO DEL CUAL SE BRINDAN GARANTÍAS PARA ACCESO A SALUD PARA LA POBLACIÓN RURAL,"['JULIAN GALLO CUBILLOS', ' OMAR DE JESÚS RESTREPO CORREA', ' SANDRA RAMÍREZ LOBO SILVA', ' IMELDA DAZA COTES', ' PABLO CATATUMBO TORRES VICTORIA GERMÁN JOSÉ GOMEZ LÓPEZ', ' CARLOS ALBERTO CARREÑO MARÍN', ' JAIRO REINALDO CALA SUÁREZ', ' LUIS ALBERTO ALBÁN URBANO', ' PEDRO BARACUTAO GARCIA OSPINA', ' JUAN PABLO SALAZAR RIVERA.']",SENADO DE LA REPUBLICA,25 Julio 2022,SEPTIMA,ARCHIVADO POR RETIRO DEL AUTOR,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/44,2022 - 2026,2022 - 2023
044 22,,"POR LA CUAL SE ESTABLECE UN RÉGIMEN ESPECIAL DE PARQUES CON CAMPESINOS PARA LAS ÁREAS DEL SISTEMA DE PARQUES NACIONALES NATURALES QUE PRESENTAN SITUACIONES DE USO, OCUPACIÓN Y TENENCIA, ASÍ COMO SE DICTAN OTRAS DISPOSICIONES .",ESTABLECE UN RÉGIMEN ESPECIAL DE PARQUES CON CAMPESINOS PARA LAS ÁREAS DEL SISTEMA DE PARQUES NACIONALES NATURALES QUE PRESENTAN SITUACIONES DE USO,"['JULIÁN GALLO CUBILLOS', ' PABLO CATATUMBO', ' SANDRA RAMÍREZ', ' IMELDA DAZA OMAR DE JESÚS RESTREPO', ' JAIRO REINALDO CALA SUÁREZ', ' LUIS ALBERTO ALBÁN', ' PEDRO BARACUTAO GARCÍA OSPINA', ' CARLOS ALBERTO CARREÑO', ' GERMÁN JOSÉ GÓMEZ LÓPEZ', ' JUAN PABLO SALAZAR']",SENADO DE LA REPUBLICA,25 Julio 2022,QUINTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/45,2022 - 2026,2022 - 2023
045 22,,"POR MEDIO DE LA CUAL SE FORTALECEN LAS PLAZAS DE MERCADO PÚBLICAS DEL PAÍS, SE PROMUEVE LA CONSERVACIÓN DE SU PATRIMONIO CULTURAL Y SE MEJORAN COMO ESPACIO PARA LA COMERCIALIZACIÓN DE LOS PRODUCTOS PROVENIENTES DE LAS ECONOMÍAS CAMPESINA, FAMILIAR Y COMUNITARIA Y SE ESTIMULA LA ECONOMÍA SOLIDARIA, SE IMPULSAN LOS MERCADOS CAMPESINOS Y SE DICTAN OTRAS DISPOSICIONES .",FORTALECEN LAS PLAZAS DE MERCADO PÚBLICAS DEL PAÍS,"['JULIÁN GALLO CUBILLOS', ' PABLO CATATUMBO', ' SANDRA RAMÍREZ', ' IMELDA DAZA OMAR DE JESÚS RESTREPO', ' JAIRO REINALDO CALA SUÁREZ', ' LUIS ALBERTO ALBÁN', ' PEDRO BARACUTAO GARCÍA OSPINA', ' CARLOS ALBERTO CARREÑO', ' GERMÁN JOSÉ GÓMEZ LÓPEZ', ' JUAN PABLO SALAZAR']",SENADO DE LA REPUBLICA,25 Julio 2022,QUINTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/46,2022 - 2026,2022 - 2023
046 22,,"POR MEDIO DE LA CUAL SE CREA EL SISTEMA NACIONAL DE ZONAS DE RESERVA CAMPESINA, SE ORDENA LA CREACIÓN DEL PROGRAMA NACIONAL DE ZONAS DE RESERVA CAMPESINA Y SE DICTAN OTRAS DISPOSICIONES .",CREA EL SISTEMA NACIONAL DE ZONAS DE RESERVA CAMPESINA,"['PABLO CATATUMBO', ' SANDRA RAMÍREZ', ' JULIÁN GALLO CUBILLOS', ' IMELDA DAZA OMAR DE JESÚS RESTREPO', ' JAIRO REINALDO CALA SUÁREZ', ' LUIS ALBERTO ALBÁN', ' PEDRO BARACUTAO GARCÍA OSPINA', ' CARLOS ALBERTO CARREÑO', ' GERMÁN JOSÉ GÓMEZ LÓPEZ', ' JUAN PABLO SALAZAR']",SENADO DE LA REPUBLICA,25 Julio 2022,QUINTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/47,2022 - 2026,2022 - 2023
047 22,441 24,"POR MEDIO DEL CUAL SE CREAN MEDIDAS PARA LA PROTECCIÓN, FOMENTO, FORTALECIMIENTO, TRANSFORMACIÓN Y COMERCIALIZACIÓN DE LA PEQUEÑA PRODUCCIÓN TRADICIONAL DE PANELA Y SE DICTAN OTRAS DISPOSICIONES .",POR MEDIO DEL CUAL SE CREAN MEDIDAS PARA LA PROTECCIÓN,"['JULIÁN GALLO CUBILLOS', ' PABLO CATATUMBO', ' SANDRA RAMÍREZ', ' IMELDA DAZA OMAR DE JESÚS RESTREPO', ' JAIRO REINALDO CALA SUÁREZ', ' LUIS ALBERTO ALBÁN', ' PEDRO BARACUTAO GARCÍA OSPINA', ' CARLOS ALBERTO CARREÑO', ' GERMÁN JOSÉ GÓMEZ LÓPEZ']",SENADO DE LA REPUBLICA,25 Julio 2022,QUINTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/48,2022 - 2026,2022 - 2023
048 22,,"POR MEDIO DEL CUAL SE SEPARA LA SUBDIRECCIÓN DE LA RED TERCIARIA DE LA SUBDIRECCIÓN DE LA RED FERREA, SE DELIMITAN SUS FUNCIONES Y SE DICTAN OTRAS DISPOSICIONES .",POR MEDIO DEL CUAL SE SEPARA LA SUBDIRECCIÓN DE LA RED TERCIARIA DE LA SUBDIRECCIÓN DE LA RED FERREA,"['JULIAN GALLO CUBILLOS', ' SANDRA RAMÍREZ LOBO SILVA', ' IMELDA DAZA COTES', ' PABLO CATATUMBO TORRES VICTORIA OMAR DE JESÚS RESTREPO CORREA', ' CARLOS ALBERTO CARREÑO', ' PEDRO BARACUTAO GARCÍA', ' JAIRO REINALDO CALA', ' LUIS ALBERTO ALBAN', ' GERMAN GÓMEZ.']",SENADO DE LA REPUBLICA,25 Julio 2022,SEXTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/49,2022 - 2026,2022 - 2023
049 22 Acum 113 22 y 143 22,,"POR MEDIO DEL CUAL SE MODIFICA EL CÓDIGO SUSTANTIVO DEL TRABAJO, SE REGLAMENTA LA JORNADA LABORAL DIURNA Y SE DICTAN OTRAS DISPOSICIONES .",POR MEDIO DEL CUAL SE MODIFICA EL CÓDIGO SUSTANTIVO DEL TRABAJO,"['OMAR DE JESÚS RESTREPO CORREA', ' SANDRA RAMÍREZ LOBO SILVA', ' JULIAN GALLO CUBILLOS', ' IMELDA DAZA COTES', ' PABLO CATATUMBO TORRES VICTORIA GERMAN JOSÉ GÓMEZ LÓPEZ', ' CARLOS ALBERTO CARREÑO MARÍN', ' JAIRO REINALDO CALA SUÁREZ', ' LUIS ALBERTO ALBÁN URBANO', ' PEDRO BARACUTAO GARCÍA OSPINA']",SENADO DE LA REPUBLICA,25 Julio 2022,SEPTIMA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/50,2022 - 2026,2022 - 2023
050 22 ACUM 039 22,,POR MEDIO DE LA CUAL SE CREA LA POLÍTICA PÚBLICA DE EDUCACIÓN RURAL EN COLOMBIA .,CREA LA POLÍTICA PÚBLICA DE EDUCACIÓN RURAL EN COLOMBIA .,"['SANDRA RAMÍREZ LOBO SILVA', ' IMELDA DAZA COTES', ' JULIAN GALLO CUBILLOS', ' PABLO CATATUMBO TORRES VICTORIA OMAR DE JESÚS RESTREPO CORREA', ' CARLOS ALBERTO CARREÑO', ' PEDRO BARACUTAO GARCÍA', ' JAIRO REINALDO CALA', ' LUIS ALBERTO ALBAN', ' GERMAN GÓMEZ', ' JUAN PABLO SALAZAR.']",SENADO DE LA REPUBLICA,25 Julio 2022,SEXTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/51,2022 - 2026,2022 - 2023
051 22 ACUM 104 22,,POR MEDIO DE LA CUAL SE REGULA EL COBRO DE DERECHOS DE GRADO Y SE DICTAN OTRAS DISPOSCIONES .,REGULA EL COBRO DE DERECHOS DE GRADO Y SE DICTAN OTRAS DISPOSCIONES .,"['SANDRA RAMÍREZ LOBO SILVA', ' IMELDA DAZA COTES', ' JULIAN GALLO CUBILLOS', ' PABLO CATATUMBO TORRES VICTORIA OMAR DE JESÚS RESTREPO CORREA', ' CARLOS ALBERTO CARREÑO', ' PEDRO BARACUTAO GARCÍA', ' JAIRO REINALDO CALA', ' LUIS ALBERTO ALBAN', ' GERMAN GÓMEZ', ' JUAN PABLO SALAZAR.']",SENADO DE LA REPUBLICA,25 Julio 2022,SEXTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/52,2022 - 2026,2022 - 2023
052 22,,"POR MEDIO DEL CUAL SE RECONOCE Y REGLAMENTA LAS GUARDIAS CAMPESINAS COMO MECANISMO COMUNITARIO DE PROTECCIÓN PERMANENTE A LA VIDA, EL AMBIENTE, EL TERRITORIO Y LA IDENTIDAD CAMPESINA Y SE DICTAN OTRAS DISPOSICIONES .",POR MEDIO DEL CUAL SE RECONOCE Y REGLAMENTA LAS GUARDIAS CAMPESINAS COMO MECANISMO COMUNITARIO DE PROTECCIÓN PERMANENTE A LA VIDA,"['SANDRA RAMÍREZ LOBO SILVA', ' IMELDA DAZA COTES', ' JULIAN GALLO CUBILLOS', ' PABLO CATATUMBO TORRES VICTORIA OMAR DE JESÚS RESTREPO CORREA', ' CARLOS ALBERTO CARREÑO', ' PEDRO BARACUTAO GARCÍA', ' JAIRO REINALDO CALA', ' LUIS ALBERTO ALBAN', ' GERMAN GÓMEZ', ' JUAN PABLO SALAZAR.']",SENADO DE LA REPUBLICA,25 Julio 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/53,2022 - 2026,2022 - 2023
053 22,,"POR LA CUAL SE REGULA LA IMPUGNACION DE LAS SENTENCIAS CONDENATORIAS Y LOS FALLOS SANCIONATORIOS, PARA GARANTIZAR UNA DOBLE CONFORMIDAD.",REGULA LA IMPUGNACION DE LAS SENTENCIAS CONDENATORIAS Y LOS FALLOS SANCIONATORIOS,"['DEFENSOR DEL PUEBLO', ' DR. CARLOS CAMARGO ASSIS']",SENADO DE LA REPUBLICA,26 Julio 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/54,2022 - 2026,2022 - 2023
054 22,,"POR MEDIO DEL CUAL SE MODIFICA LA LEY 65 DE 1993, CÓDIGO PENITENCIARIO Y CARCELARIO, CON EL FIN DE GARANTIZAR LOS DERECHOS FUNDAMENTALES DE LAS PERSONAS QUE SE ENCUENTRAN PRIVADAS DE LA LIBERTAD Y ALCANZAR LOS FINES DEL TRATAMIENTO PENITENCIARIO",POR MEDIO DEL CUAL SE MODIFICA LA LEY 65 DE 1993,"['JULIAN GALLO CUBILLOS', ' PABLO CATATUMBO', ' SANDRA RAMIREZ', ' IMELDA DAZA COTES.']",SENADO DE LA REPUBLICA,26 Julio 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/55,2022 - 2026,2022 - 2023
055 22,,"POR MEDIO DEL CUAL SE DESARROLLA EL TRATAMIENTO PENAL DIFERENCIADO PARA PEQUEÑOS AGRICULTORES Y AGRICULTORAS QUE ESTÉN O HAYAN ESTADO VINCULADOS CON EL CULTIVO DE PLANTACIONES DE USO ILÍCITO Y LAS ACTIVIDADES DERIVADAS DE ESTE, DE ACUERDO CON LAS DISPOSICIONES DEL PUNTO 4.1.3.4 DEL ACUERDO FINAL PARA LA TERMINACIÓN DEL CONFLICTO Y LA CONSTRUCCIÓN DE UNA PAZ ESTABLE Y DURADERA Y EL ARTÍCULO 5 TRANSITORIO DEL ACTO LEGISLATIVO 01 DE 2017.",POR MEDIO DEL CUAL SE DESARROLLA EL TRATAMIENTO PENAL DIFERENCIADO PARA PEQUEÑOS AGRICULTORES Y AGRICULTORAS QUE ESTÉN O HAYAN ESTADO VINCULADOS CON EL CULTIVO DE PLANTACIONES DE USO ILÍCITO Y LAS ACTIVIDADES DERIVADAS DE ESTE,"['JULIAN GALLO CUBILLOS', ' SANDRA RAMIREZ', ' PABLO CATATUMBO', ' IMELDA DAZA COTES. CARLOS ALBERTO CARREÑO', ' LUIS ALBERTO ALBAN', ' JAIRO REINALDO CALA', ' OMAR DE JESUS RESTREPO', ' PEDRO BARACUTADO', ' GERMAN GOMEZ.']",SENADO DE LA REPUBLICA,26 Julio 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/56,2022 - 2026,2022 - 2023
056 22,,POR MEDIO DEL CUAL SE CREA LA JURISDICCION ESPECIAL AGRARIA Y SE DICTAN OTRAS DISPOSICIONES,POR MEDIO DEL CUAL SE CREA LA JURISDICCION ESPECIAL AGRARIA Y SE DICTAN OTRAS DISPOSICIONES,"['JULIAN GALLO CUBILLOS', ' PABLO CATATUMBO', ' SANDRA RAMIREZ', ' IMELDA DAZA COTES. CARLOS ALBERTO CARREÑO', ' LUIS ALBERTO ALBÁN', ' JAIRO RETNALDO CALA', ' OMAR DE JESÚS RESTREPO', ' PEDRO BARACUTADO', ' GERMAN GOMEZ.']",SENADO DE LA REPUBLICA,26 Julio 2022,PRIMERA,ARCHIVADO POR RETIRO DEL AUTOR,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/57,2022 - 2026,2022 - 2023
057 22,,"POR MEDIO DEL CUAL SE MODIFICA EL ARTICULO 68A DE LA LEY 599 DE 2000, SE ADICIONAN Y MODIFICAN LOS ARTICULOS 307, 307A, 308, Y SE ELIMINA EL ARTÍCULO 310 DE LA LEY 906 DE 2004, Y SE DICTAN OTRAS DISPOSICIONES",POR MEDIO DEL CUAL SE MODIFICA EL ARTICULO 68A DE LA LEY 599 DE 2000,"['JULIAN GALLO CUBILLOS', ' PABLO CATATUMBO', ' SANDRA RAMIREZ', ' IMELDA DAZA COTES. CARLOS ALBERTO CARREÑO', ' LUIS ALBERTO ALBAN', ' JAIRO REINALDO CALA', ' OMAR DE JESUS RESTREPO', ' PEDRO BARACUTADO', ' GERMAN GOMEZ']",SENADO DE LA REPUBLICA,26 Julio 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/58,2022 - 2026,2022 - 2023
058 22 Acumulado 029 22,,"PROYECTO DE LEY POR MEDIO DEL CUAL SE CREA Y SE REGULA EL RÉGIMEN DEL MERCADO DE VALORIZACIÓN DE RESIDUOS SÓLIDOS, SE FOMENTA LA VALORIZACIÓN DE RESIDUOS EN EL MARCO DE LA PROMOCIÓN DE LA ECONOMÍA CIRCULAR Y SE DICTAN OTRAS DISPOSICIONES .",PROYECTO DE LEY POR MEDIO DEL CUAL SE CREA Y SE REGULA EL RÉGIMEN DEL MERCADO DE VALORIZACIÓN DE RESIDUOS SÓLIDOS,"['NORMA HURTADO SANCHEZ', ' JOSE DAVID NAME CARDOZO', ' JOSE A GNECCO', ' ALFREDO RAFAEL DELUQUE ZULETA', ' JULIO ELIAS CHAGUI FLOREZ', ' JUAN CRLOS GARCES ROJAS', ' BERNER ZAMBRANO ERASO', ' JOHN MOISES BESAILE FAYAD', ' ANTONIO JOSE CORREA', ' JUAN FELIPE LEMOS.']",SENADO DE LA REPUBLICA,26 Julio 2022,QUINTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/69,2022 - 2026,2022 - 2023
059 22,,POR MEDIO DE LA CUAL SE EXPIDE EL CODIGO OCEANICO COLOMBIANO,EXPIDE EL CODIGO OCEANICO COLOMBIANO,['H.S PIEDAD ESNEDA CORDOBA RUIZ'],SENADO DE LA REPUBLICA,26 Julio 2022,QUINTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/70,2022 - 2026,2022 - 2023
060 22,,"POR LA CUAL SE MODIFICA LA LEY 130 DE 1994, EN MATERIA DE FINANCIACIÓN DE LAS CAMPAÑAS DE LOS CANDIDATOS A LAS JUNTAS ADMINISTRADORAS LOCALES",MODIFICA LA LEY 130 DE 1994,"['H.S JOSÉ ALFREDO GNECCO', ' JOSE DAVID NAME CARDOZO', ' NORMA HURTADO SÁNCHEZ', ' ALFREDO RAFAEL DELUQUE ZULETA', ' JUAN CARLOS GARCÉS ROJAS', ' JOHN MOISES BESAILE', ' BERNER ZAMBRANO ERASO', ' JULIO ELIAS CHAGUI FLOREZ', ' ANTONIO JOSÉ CORREA', ' JUAN FELIPE LEMOS', '']",SENADO DE LA REPUBLICA,26 Julio 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/71,2022 - 2026,2022 - 2023
061 22,,POR MEDIO DEL CUAL SE MODIFICA EL ARTÍCULO 199 DEL CÓDIGO DE INFANCIA Y ADOLESCENCIA Y SE DICTAN OTRAS DISPOSICIONES,POR MEDIO DEL CUAL SE MODIFICA EL ARTÍCULO 199 DEL CÓDIGO DE INFANCIA Y ADOLESCENCIA Y SE DICTAN OTRAS DISPOSICIONES,"['H.S JOSÉ ALFREDO GNECCO', ' JOSE DAVID NAME CARDOZO', ' NORMA HURTADO SÁNCHEZ', ' ALFREDO RAFAEL DELUQUE ZULETA', ' JUAN CARLOS GARCÉS ROJAS', ' JOHN MOISES BESAILE', ' BERNER ZAMBRANO ERASO', ' JULIO ELIAS CHAGUI FLOREZ', ' ANTONIO JOSÉ CORREA', ' JUAN FELIPE LEMOS', '']",SENADO DE LA REPUBLICA,26 Julio 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/72,2022 - 2026,2022 - 2023
062 22,,"POR MEDIO DE LA CUAL SE FORTALECEN LOS MECANISMOS COMUNITARIOS PARA LA PROTECCIÓN Y DEFENSA DE LOS DERECHOS FUNDAMENTALES DE LOS LÍDERES, LIDERESAS, DIRIGENTES, REPRESENTANTES Y ACTIVISTAS EN EL TERRITORIO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES",FORTALECEN LOS MECANISMOS COMUNITARIOS PARA LA PROTECCIÓN Y DEFENSA DE LOS DERECHOS FUNDAMENTALES DE LOS LÍDERES,"['H.S NORMA HURTADO SÁNCHEZ', ' JOSE DAVID NAME CARDOZO', ' JUAN CARLOS GARCÉS ROJAS', ' BERNER ZAMBRANO ERASO', ' JULIO ELIAS CHAGUI FLOREZ', ' ANTONIO JOSÉ CORREA', ' JUAN FELIPE LEMOS.']",SENADO DE LA REPUBLICA,26 Julio 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/73,2022 - 2026,2022 - 2023
063 22,,"POR MEDIO DEL CUAL SE ORDENA RECONOCER, PROTEGER, DAR LINEAMIENTOS Y FORTALECER LA ECONOMÍA CAMPESINA, DESDE UN PUNTO DE VISTA ASOCIATIVO, CON EL FIN DE PROPENDER POR LA SEGURIDAD Y LA SOBERANÍA ALIMENTARIA DE LA NACIÓN",POR MEDIO DEL CUAL SE ORDENA RECONOCER,"['H.S JOSE DAVID NAME CARDOZO', ' JOSE A GNECCO', ' NORMA HURTADO SANCHEZ', ' ALFREDO RAFAEL DELUQUE ZULETA', ' JUAN CARLOS GARCÉS ROJAS', ' BERNER ZAMBRANO ERASO', ' JOHN MOISES BESAILE FAYAD', ' ANTONIO JOSÉ CORREA', ' JUAN FELIPE LEMOS.']",SENADO DE LA REPUBLICA,26 Julio 2022,QUINTA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/74,2022 - 2026,2022 - 2023
064 22 acumulado con 172 22,,POR MEDIO DE LA CUAL SE AUTORIZA EL RECONOCIMIENTO DE BENEFICIOS A LOS CONSEJEROS MUNICIPALES DE JUVENTUD Y SE DICTAN OTRAS DISPOSICIONES,AUTORIZA EL RECONOCIMIENTO DE BENEFICIOS A LOS CONSEJEROS MUNICIPALES DE JUVENTUD Y SE DICTAN OTRAS DISPOSICIONES,"['H.S NORMA HURTADO SÁNCHEZ', ' JOSE DAVID NAME CARDOZO', ' JOSÉ A. GNECCO', ' ALFREDO RAFAEL DELUQUE ZULETA', ' JUAN CARLOS GARCÉS ROJAS', ' BERNER ZAMBRANO ERASO', ' JULIO ELIAS CHAGUI FLOREZ', ' ANTONIO JOSÉ CORREA', ' JUAN FELIPE LEMOS.']",SENADO DE LA REPUBLICA,26 Julio 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/75,2022 - 2026,2022 - 2023
065 22,,POR MEDIO DE LA CUAL SE ESTABLECE EL PROGRAMA CREANDO MÁS EMPRESA OTORGANDO BENEFICIOS ECONÓMICOS PARA LA FORMALIZACIÓN EMPRESARIAL DE MIPYMES Y SE DICTAN OTRAS DISPOSICIONES .,ESTABLECE EL PROGRAMA CREANDO MÁS EMPRESA OTORGANDO BENEFICIOS ECONÓMICOS PARA LA FORMALIZACIÓN EMPRESARIAL DE MIPYMES Y SE DICTAN OTRAS DISPOSICIONES .,"['H.S JUAN CARLOS GARCÉS', ' JOSE DAVID NAME CARDOZO', ' JOSÉ ALFREDO GNECCO', ' JOHN MOISÉS BESAILE', ' NORMA HURTADO SÁNCHEZ', ' ALFREDO RAFAEL DELUQUE ZULETA', ' BERNER ZAMBRANO ERASO', ' ANTONIO JOSÉ CORREA', ' JUAN FELIPE LEMOS.']",SENADO DE LA REPUBLICA,26 Julio 2022,TERCERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/76,2022 - 2026,2022 - 2023
066 22,,"POR MEDIO DE LA CUAL SE DICTAN DISPOSICIONES PARA EL FORTALECIMIENTO DE LA PROTECCIÓN DE DATOS PERSONALES, CON RELACIÓN AL ENVÍO DE MENSAJES PUBLICITARIOS DE LAS EMPRESAS QUE PRESTAN SERVICIOS DE COMERCIO AL DETAL Y AL MAYOR, ASÍ COMO DE E COMMERCE, GARANTIZANDO LOS DERECHOS DIGITALES DE LOS USUARIOS",DICTAN DISPOSICIONES PARA EL FORTALECIMIENTO DE LA PROTECCIÓN DE DATOS PERSONALES,"['H.S JOSÉ ALFREDO GNECCO', ' JOSE DAVID NAME CARDOZO', ' NORMA HURTADO SÁNCHEZ', ' ALFREDO RAFAEL DELUQUE ZULETA', ' JUAN CARLOS GARCÉS ROJAS', ' BERNER ZAMBRANO ERASO', ' JOHN MOISÉS BESAILE FAYAD', ' JUAN FELIPE LEMOS', ' ANTONIO JOSE CORREA.']",SENADO DE LA REPUBLICA,26 Julio 2022,PRIMERA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/77,2022 - 2026,2022 - 2023
067 22,,POR MEDIO DE LA CUAL SE DICTAN DISPOSICIONES PARA EL MEJORAMIENTO DE LAS CONDICIONES DE EJECUCIÓN DE LA MODALIDAD DE CONTRATACIÓN DE PRESTACIÓN DE SERVICIOS POR PARTE DE PERSONAS NATURALES EN EL SECTOR PÚBLICO Y PRIVADO EN COLOMBIA,DICTAN DISPOSICIONES PARA EL MEJORAMIENTO DE LAS CONDICIONES DE EJECUCIÓN DE LA MODALIDAD DE CONTRATACIÓN DE PRESTACIÓN DE SERVICIOS POR PARTE DE PERSONAS NATURALES EN EL SECTOR PÚBLICO Y PRIVADO EN COLOMBIA,"['ALFREDO RAFAEL DELUQUE ZULETA', ' JOSÉ ALFREDO GNECCO ZULETA', ' JUAN CARLOS GARCÉS ROJAS', ' BERNER ZAMBRANO ERASO', '', ' JOHN MOISÉS BESAILE FAYAD', ' ANTONIO JOSÉ CORREA JIMÉNEZ', ' JUAN FELIPE LEMOS URIBE WILMER RAMIRO CARRILLO MENDOZA', ' HERNANDO GUIDA PONCE', ' JOSÉ ELIECER SALAZAR LÓPEZ', ' ASTRID SÁNCHEZ MONTES DE OCA', ' MILENE JARAVA DÍAZ', ' ALEXANDER GUARÍN SILVA', ' VÍCTOR MANUEL SALCEDO GUERRERO', ' TERESA DE JESÚS ENRÍQUEZ ROSERO', ' DIEGO FERNANDO CAICEDO NAVAS', ' ANA ROGELIA MONSALVE ÁLVAREZ.']",SENADO DE LA REPUBLICA,26 Julio 2022,SEPTIMA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/78,2022 - 2026,2022 - 2023
068 22,,POR MEDIO DE LA CUAL SE MODIFICA EL ARTICULO 132 DE LA LEY 2179 DE 2022 O LEY DEL PATRULLERO.,MODIFICA EL ARTICULO 132 DE LA LEY 2179 DE 2022 O LEY DEL PATRULLERO.,"['H.S JOSE VICENTE CARREÑO CASTRO', ' ESTEBAN QUINTERO', ' ALEJANDRO CARLOS CHACON Y OTRAS FIRMAS.']",SENADO DE LA REPUBLICA,26 Julio 2022,SEGUNDA,ARCHIVADO,,,https://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/cuatrenio-2022-2026/2022-2023/article/79,2022 - 2026,2022 - 2023
