,number,title,Autores,type_bill,year,period,state_bill,authors_positions,authors_count
606,PL186-24,PL 186-24 PARQUE ECOINDUSTRIAL,"['PALOMA VALENCIA LASERNA', 'JOHN JAIRO ROLDÁN AVENDAÑO', 'DIELA LILIANA BENAVIDES.   MARÍA DEL MAR PIZARRO GARCÍA', 'JHON FREDI VALENCIA CAICEDO', 'ETNA TAMARA ARGOTE', 'CARLOS A. CARREÑO MARÍN', 'HERNAN BASTIDAS ROSERO', 'HUGO A. ARCHILA SUÁREZ', 'BIBIANA ARISTIZABAL SALEG', 'CHRISTIAN GARCÉS ALJURE', 'OLGA L. VELÁSQUEZ NIETO; y los Honorables Senadores P']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,0.3333333333333333,12.0
607,PL185-24,PL 185-24 POLÍTICA PÚBLICA DE AGUA,"['ANA PAOLA AGUDELO GARCÍA', 'MANUEL VIRGUEZ PIRAQUIVE', 'CARLOS EDUARDO GUEVARA VILLABÓN', 'IRMA LUZ HERRERA']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,-1.0,4.0
608,PL183-24,PL 183-24 JURISDICCIÓN AGRARIA,"['Ministra de Justicia y del Derecho', 'doctora ANGELA MARÍA BUITRAGO; la Ministra de Agricultura y Desarrollo Rural', 'doctora MARTHA VIVIANA CARVAJALINDO; el Ministro del Interior', 'doctor JUAN FERNANDO CRISTO; con el acompañamiento de   CARLOS ALBERTO BENAVIDES MORA', 'ISABEL CRISTINA ZULETA', 'MARÍA JOSÉ PIZARRO', 'IVÁN CEPEDA CASTRO', 'MARTHA ISABEL PERALTA', 'SANDRA YANETH JAIMES', 'OMAR RESTREPO CORREA', 'AIDA AVELLA ESQUIVEL', 'CLARA LÓPEZ OBREGÓN', 'SANDRA RAMÍREZ LOBO', 'JAEL QUIROGA CARRILLO', 'PAULINO RIASCOS RIASCOS', 'AÍDA QUILCUE VIVAS', 'GLORIA FLÓREZ SCHNEIDER', 'WILSON ARIAS CASTILLO', 'ESMERALDA HERNÁNDEZ SILVA', 'FERNEY SILVA IDROBO', 'ROBERT DAZA GUEVARA', 'SONIA BERNAL SÁNCHEZ', 'CATALINA PÉREZ PÉREZ', 'JULIAN GALLO CUBILLOS', 'IMELDA DAZA COTES', 'IVAN CEPEDA CASTRO', 'ERICK VELASCO BURBANO', 'JAIRO REINALDO CALA', 'GABRIEL BECERRA YAÑEZ', 'GILDARDO SILVA', 'ANDRES CANCIMANCE', 'PEDRO SUÁREZ VACCA', 'EDNA TAMARA ARGOTE', 'DAVID RICARDO RACERO', 'KAREN MANRIQUE OLARTE', 'FLORA PERDOMO ANDRADE', 'ANIBAL HOYOS FRANCO', 'JHON FREDI VALENCIA CAICEDO', 'PEDRO BARACUTAO GARCÍA', 'JOHN JAIRO GONZÁLEZ', 'LUIS ALBERTO ALBÁN URBANO', 'JORGE BASTIDAS ROSERO', 'EDUARD SARMIENTO HIDALGO', 'JAMES MOSQUERA TORRES', 'GABRIEL PARRADO DURÁN', 'LEYLA RINCÓN TRUJILLO.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,0.9534883720930233,43.0
609,PL182-24,PL 182-24 PROFESIÓN GESTOR CULTURAL,"['SANDRA RAMÍREZ LOBO SILVA', 'PABLO CATATUMBO TORRES', 'OMAR RESTREPO CORREA', 'JULIÁN GALLO CUBILLOS', 'IMELDA DAZA COTES', 'CARLOS ALBERTO CARREÑO MARÍN', 'JAIRO REINALDO CALA SUÁREZ', 'PEDRO BARACUTAO GARCÍA', 'GERMÁN GÓMEZ', 'LUIS ALBERTO ALBÁN.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,1.0,10.0
610,PL181-24,PL 181-24 LEY DE PROTECCIÓN DEPORTE FEMENINO,"['JAIRO CASTELLANOS SERRANO', 'MAURICIO PARODI DÍAZ', 'CARLOS ALBERTO CUENCA', 'JHON JAIRO BERRIO LOPEZ', 'HAIVER RINCON GUTIERREZ', 'GERARDO YEPES CARO', 'SILVIO CARRASQUILLA TORRES', 'ANDRES FORERO', 'JOHN PÉREZ', 'JOHN JAIRO GONZÁLEZ', 'GERSEL PÉREZ', 'JORGE MÉNDEZ', 'JUAN CAMILO LONDOÑO', 'BETSY PÉREZ ARANGO', 'MIGUEL POLO POLO', 'ERIKA SÁNCHEZ PINTO', 'OCTAVIO CARDONA', 'YULIETH SÁNCHEZ CARREÑO. GERMÁN GÓMEZ', 'ÁLVARO MONEDERO RIVERA', 'HERNANDO GONZÁLEZ', 'HUGO ARCHILA', 'JUAN ESPINAL', 'LUIS CARLOS OCHOA', 'DIEGO CAICEDO', 'CHRISTIAN GARCÉS', 'GERMÁN ROZO y otras firmas ilegibles.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,-0.1111111111111111,27.0
611,PL175-24,PL 175-24 BOLSA PLASTICAS REUTILIZABLES,"['EFRAÍN CEPEDA SARABIA', 'GERMÁN BLANCO ÁLVAREZ', 'ANTONIO ZABARAÍN D’ARCE', 'INGRID SOGAMOSO ALFONSO', 'JULIANA ARAY FRANCO', 'WADITH MANZUR IMBETT.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,0.0,6.0
612,PL174-24,PL 174-24 SERVICIO TRANSPORTE AÉREO PÚBLICO DOMESTICO,"['EFRAÍN CEPEDA SARABIA', 'ANA MARÍA CASTAÑEDA GÓMEZ', 'PEDRO HERNANDO FLÓREZ PORRAS', 'CARLOS ANDRÉS TRUJILLO', 'ANTONIO ZABARAÍN D’ARCE', 'INGRID SOGAMOSO ALFONSO', 'DANIEL RESTREPO CARMONA', 'JULIANA ARAY FRANCO', 'WADITH MANZUR IMBETT.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,0.0,9.0
613,PL173-24,PL 173-24 COMPRA INFORMADO COMPRA PROTEGIDO,"['EFRAÍN CEPEDA SARABIA', 'ANTONIO ZABARAÍN GUEVARA', 'JUAN DIEGO ECHAVARRÍA SÁNCHEZ', 'MAURICIO GÓMEZ AMÍN', 'JOSÉ ALFREDO GNECCO', 'JUAN CARLOS GARCÉS ROJAS', 'ANTONIO ZABARAÍN D’ARCE', 'INGRID SOGAMOSO ALFONSO', 'DANIEL RESTREPO CARMONA', 'JULIANA ARAY FRANCO', 'WADITH MANZUR IMBETT.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,-0.09090909090909091,11.0
614,PL172-24,PL 172-24 SERVICIOS PÚBLICOS DOMICILIARIOS,"['H.S EFRAIN CEPEDA SARABIA', 'ANA MARIA CASTAÑEDA GOMEZ', 'GUIDO ECHEVERRY PIEDRAHITA', 'SOLEDAD TAMAYO TAMAYO', 'PEDRO HERNANDEZ FLOREZ PORRAS', 'ROBERT DAZA GUEVARA', 'CARLOS ANDRES TRUJILLO GONZALEZ', 'ARMANDO ANTONIO ZABARAIN D´ARCE', 'NICOLAS BARGUIL CUBILLOS', 'LUIS DAVID SUAREZ CHADID', 'FERNANDO DAVID NIÑO MENDOZA', 'INGRID MARLEN SOGAMOSO ALFONSO', 'DANIEL RESTREPO CARMONA', 'SARAY ROBAYO BECHARA', 'WADIT MANZUR IMBETT', 'JULIANA ARAY FRANCO']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,0.0625,16.0
615,PL158-24,PL 158-24 FOTOMULTAS,['JAIRO ALBERTO CASTELLANOS SERRANO'],Proyecto de ley,2024-2025,2022 - 2026,pendiente,1.0,1.0
618,PL155-24,PL 155-24 TRANSPLANTE DE ORGANOS,"['PALOMA VALENCIA LASERNA', 'ANGELICA LOZANO CORREA', 'ALEJANDRO CARLOS CHACÓN', 'ANA MARÍA CASTAÑEDA', 'JORGE BENEDETTI MARTELO', 'ALEJANDRO GARCÍA RÍOS', 'JUAN CARLOS LOZADA VARGAS', 'JULIO CÉSAR TRIANA QUINTERO', 'HERNÁN CADAVID MÁRQUEZ', 'SANTIAGO OSORIO MARÍN', 'HERNANDO GONZÁLEZ', 'VLADIMIR OLAYA MANCIPE', 'YULIETH SÁNCHEZ', 'DUVALIER SANCHEZ ARANGO', 'PEDRO SUÁREZ VACCA', 'MARÍA JOSÉ PIZARRO', 'JORGE ELIÉCER TAMAYO', 'DELCY ISAZA BUENAVENTURA']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,0.0,18.0
619,PL154-24,PL 154-24 PAISAJE CULTURAL CAFETERO MINERIA,"['ESMERALDA HERNÁNDEZ SILVA', 'RICHARD FUELANTALA DELGADO', 'OSCAR BARRETO QUIROGA', 'FABIÁN DÍAZ PLATA', 'LILIANA BITAR CASTILLA', 'NADIA BLEL SCAF', 'GUIDO ECHEVERRI PIEDRAHITA', 'ANA CAROLINA ESPITIA JEREZ', 'ISABEL ZULETA LÓPEZ', 'AÍDA AVELLA ESQUIVEL', 'CARLOS F. MOTOA SOLARTE', 'INTI ASPRILLA', 'ANDREA PADILLA VILLARRAGA', 'EDGAR DÍAZ CONTRERAS', 'ARIEL AVILA MARTÍNEZ', 'IMELDA DAZA COTES', 'JONATHAN PULIDO HERNÁNDEZ', 'JULIÁN GALLO CUBILLOS', 'HUMBERTO DE LA CALLE', 'ANDRÉS GUERRA HOYOS', 'JAIME DURÁN BARRERA', 'ANA MARÍA CASTAÑEDA', 'JUAN SAMY MERHEG', 'JUAN PABLO GALLO MAYA', 'PABLO CATATUMBO TORRES', 'ALEJANDRO GARCÍA RÍOS', 'PIEDAD CORREAL RUBIANO', 'JUAN CARLOS LOZADA VARGAS', 'JORGE E. TAMAYO MARULANDA', 'JULIO R. SALAZAR PERDOMO', 'CAROLINA GIRALDO BOTERO', 'ANIBAL HOYOS FRANCO', 'SANTIAGO OSORIO MARÍN', 'SANDRA B. ARISTIZABAL SALEG', 'OCTAVIO CARDONA LEÓN', 'MARTHA ALFONSO JURADO', 'DELCY ESPERANZA ISAZA', 'JOHN E. PÉREZ ROJAS', 'JUAN SEBASTIAN GÓMEZ', 'ERICK VELASCO BURBANO', 'CRISTIAN DANILO AVENDAÑO', 'JUAN CARLOS WILLS', 'GABRIEL BECERRA YAÑEZ', 'CRISTOBAL CAICEDO ANGULO', 'LUIS CARLOS OCHOA TOBÓN', 'ANDRÉS CANCIMANCE LÓPEZ', 'JAIME R. SALAMANCA TORRES', 'JOSÉ ELIÉCER SALAZAR', 'OLGA GONZÁLEZ CORREA', 'LEIDER A. VÁSQUEZ OCHOA', 'JUAN C. LONDOÑO BARRERA', 'JULIA MIRANDA LONDOÑO', 'LILIANA RODRÍGUEZ VALENCIA', 'DANIEL CARVALHO MEJÍA', 'JENNIFER PEDRAZA SANDOVAL', 'FLORA PERDOMO ANDRADE', 'OLGA L. VELÁSQUIZ NIETO', 'HERNANDO GONZÁLEZ', 'WILDER ESCOBAR ORTIZ', 'ERMES PETE VIVAS', 'LEYLA RINCÓN TRUJILLO', 'JAMES MOSQUERA TORRES', 'MARELEN CASTILLO TORRES', 'ANDRÉS JIMÉNEZ VARGAS', 'ANA R. MONSALVE ÁLVAREZ', 'DIEGO CAICEDO NAVAS', 'PEDRO BARACUTAO', 'LINA GARRIDO MARTÍN', 'LEONOR PALENCIA', 'JUANA LONDOÑO JARAMILLO', 'JULIÁN LÓPEZ TENORIO', 'VLADIMIR OLAYA MANCIPE', 'YENICA ACOSTA', 'LUIS ALBERTO ALBÁN', 'MARÍA DEL MAR PIZARRO', 'JUAN F. CORZO ÁLVAREZ y otras firmas ilegibles']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,0.36486486486486486,74.0
620,PL153-24,PL 153-24 FANDANGO,['ANA MARÍA CASTAÑEDA GÓMEZ'],Proyecto de ley,2024-2025,2022 - 2026,pendiente,-1.0,1.0
621,PL152-24,PL 152-24 EDUCACIÓN SERVICIO PÚBLICO ESENCIAL,"['MARÍA FERNANDA CABAL MOLINA', 'HONORIO HENRÍQUEZ PINEDO', 'CARLOS F. MOTOA SOLARTE', 'JONATHAN PULIDO HERNÁNDEZ', 'NADIA BLEL SCAF', 'JOSUÉ ALIRIO BARRERA', 'ENRIQUE CABRALES BAQUERO', 'YENNY ROZO ZAMBRANO', 'PALOMA VALENCIA LASERNA', 'ANDRES GUERRA HOYOS', 'JOSÉ ALFREDO MARÍN', 'MIGUEL URIBE TURBAY', 'CHRISTIAN GARCÉS ALJURE', 'MARELEN CASTILLO TORRES', 'BETSY PÉREZ ARANGO', 'JUAN F. CORZO ÁLVAREZ', 'YULIETH ANDREA SÁNCHEZ', 'HERNÁN DARÍO CADAVID', 'OSCAR VILLAMIZAR MENESES', 'EDUAR ALEXIS TRIANA', 'JOSÉ JAIME USCÁTEGUI', 'HUGO DANILO LOZANO', 'OLMES ECHEVERRÍA', 'EDINSON VLADIMIR OLAYA', 'YENICA SUGEIN ACOSTA']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,-0.84,25.0
622,PL151-24,PL 151-24 MODIF CÓDIGO NAL DE TRANSITO,['ÁLEX XAVIER FLÓREZ HERNÁNDEZ'],Proyecto de ley,2024-2025,2022 - 2026,pendiente,1.0,1.0
623,PL150-24,PL 150-24 FRACKING Descargar ,"['ESMERALDA HERNÁNDEZ SILVA', 'INTI ASPRILLA REYES', 'IMELDA DAZA COTES', 'ANA CAROLINA ESPITIA', 'JULIÁN GALLO CUBILLOS', 'MARÍA JOSÉ PIZARRO', 'MARTHA ISABEL PERALTA EPIEYÚ', 'RICHARD FUELANTALA DELGADO', 'WILSON ARIAS CASTILLO', 'PABLO CATATUMBO TORRES VICTORIA', 'JULIO C. ESTRADA CORDERO', 'AÍDA QUILCUE VIVAS', 'SANDRA YANETH JAIMES CRUZ', 'OMAR DE JESÚS RESTREPO CORREA', 'CATALINA PÉREZ PÉREZ', 'ARIEL ÁVILA MARTÍNEZ', 'IVÁN LEONIDAS NAME VÁSQUEZ', 'FABIÁN DÍAZ PLATA', 'ANDREA PADILLA VILLARRAGA', 'MANUEL VIRGUEZ PIRAQUIVE', 'ANA PAOLA AGUDELO', 'CARLOS EDUARDO GUEVARA VILLABÓN', 'IVÁN CEPEDA CASTRO', 'SANDRA RAMÍREZ LOBO SILVA', 'CLARA LÓPEZ OBREGÓN', 'CARLOS ALBERTO BENAVIDES MORA', 'ISABEL ZULETA LÓPEZ', 'FERNEY SILVA IDROBO', 'ALEX FLÓREZ HERNÁNDEZ', 'JAEL QUIROGA CARRILLO', 'ROBERT DAZA GUEVARA', 'PEDRO HERNANDO FLÓREZ PORRAS', 'ANTONIO CORREA JIMÉNEZ', 'AÍDA AVELLA ESQUIVEL', 'ERICK VELASCO BURBANO', 'MARY ANNE ANDREA PERDOMO', 'EDUARD SARMIENTO HIDALGO', 'CRISTIAN AVENDAÑO FINO', 'SUSANA GÓMEZ CASTAÑO', 'ALEJANDRO OCAMPO GIRALDO', 'PEDRO JOSÉ SUÁREZ VACCA', 'GABRIEL BECERRA YAÑEZ', 'JUAN CARLOS LOZADA VARGAS', 'LEYLA RINCÓN TRUJILLO', 'SANTIAGO OSORIO MARÍN', 'REINALDO CALA SUÁREZ', 'ALFREDO MONDRAGÓN', 'MARÍA FERNANDA CARRASCAL', 'GABRIEL PARRADO DURÁN', 'ANDRÉS CANCIMANCE LÓPEZ', 'ALEXANDRA VÁSQUEZ OCHOA', 'NORMAN BAÑOL ÁLVAREZ', 'CAROLINA GIRALDO BOTERO', 'ERMES PETE VIVAS', 'DAVID RACERO MAYORCA', 'RAÚL SALAMANCA', 'DOLCEY TORRES ROMERO', 'JULIÁN LÓPEZ TENORIO', 'MARTHA ALFONSO JURADO', 'WILLIAM FERNEY ALJURE', 'JULIA MIRANDA LONDOÑO', 'DORINA HERNÁNDEZ', 'IRMA LUZ HERRERA', 'JUAN SEBASTIAN GÓMEZ', 'PEDRO BARACUTAO', 'GERMÁN GÓMEZ LÓPEZ', 'JUAN CARLOS VARGAS', 'AGMETH ESCAF', 'KAREN LÓPEZ', 'DAVID ALEJANDRO TORO RAMÍREZ', 'ALIRIO URIBE MUÑÓZ', 'CATHERINE JUVINAO CLAVIJO', 'DUVALIER SÁNCHEZ ARANGO', 'JUAN PABLO SALAZAR RIVERA', 'CARMEN RAMÍREZ BOSCAN', 'GILDARDO SILVA MOLINA', 'LUIS CARLOS OCHOA TOBÓN', 'JORGE BASTIDAS ROSERO', 'LUIS ALBERTO ALBÁN', 'JAMES MOSQUERA TORRES', 'CRISTOBAL CAICEDO ANGULO', 'HERÁCLITO LANDINEZ SUÁREZ.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,0.8024691358024691,81.0
624,PL149-24,PL 149-24 AGUAS RESIDUALES,"['ROBERT DAZA GUEVARA', 'IVÁN CEPEDA CASTRO', 'ANA CAROLINA ESPITIA JERÉZ', 'PEDRO HERNANDO FLÓREZ PORRAS', 'SANDRA JAIMES CRUZ', 'GUIDO ECHEVERRI PIEDRAHITA', 'SANDRA RAMÍREZ LOBO', 'ALEX FLÓREZ HERNÁNDEZ', 'FABIAN DIAZ PLATA', 'MARTHA PERALTA EPIEYÚ', 'PABLO CATATUMBO TORRES', 'OMAR RESTREPO CORREA', 'AÍDA AVELLA ESQUIVEL', 'GLORIA FLÓREZ SCHNEIDER', 'CARLOS BENAVIDES MORA', 'CATALINA PÉREZ PÉREZ', 'ALIRIO URIBE MUÑÓZ', 'JORGE ANDRÉS CANCIMANCE', 'EDUARD SARMIENTO HIDALGO', 'HERACLITO LANDINEZ', 'JENNIFER PEDRAZA', 'LUIS ALBERTO ALBÁN', 'DIOGENES QUINTERO', 'ORLANDO CASTILLO', 'GABRIEL BECERRA YAÑEZ', 'CRISTOBAL CAICEDO ANGULO', 'ALEJANDRO TORO', 'CARMEN FELISA RAMÍREZ', 'WILMER CASTELLANOS HERNÁNDEZ', 'PEDRO SUÁREZ VACCA', 'MARIA FERNANDA CARRASCAL', 'LEYLA RINCÓN TRUJILLO.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,1.0,32.0
625,PL148-24,PL 148-24 LICENCIA CALAMIDAD POR MUERTE ANIMAL DOMESTICO,['SANDRA YANETH JAIMES CRUZ'],Proyecto de ley,2024-2025,2022 - 2026,pendiente,1.0,1.0
626,PL147-24,PL 147-24 LEY PROTEGIENDO SUEÑOS Y SONRISAS,['SANDRA YANETH JAIMES CRUZ'],Proyecto de ley,2024-2025,2022 - 2026,pendiente,1.0,1.0
627,PL145-24,PL 145-24 POR LA NIÑEZ Y ADOLESCENCIA LIBRE,"['LORENA RIOS CUELLAR', 'MAURICIO GIRALDO', 'LAURA E. FORTICH SÁNCHEZ', 'HUMBERTO DE LA CALLE', 'NORMA HURTADO SÁNCHEZ', 'DAVID LUNA SÁNCHEZ', 'MARÍA FERNANDA CABAL', 'MARCOS DANIEL PINEDA', 'ARIEL ÁVILA MARTÍNEZ', 'MIGUEL ÁNGEL BARRETO', 'JULIO ELÍAS CHAGUI', 'JONATHAN PULIDO HERNÁNDEZ', 'PAOLA HOLGUÍN MORENO', 'JORGE BENEDETTI MARTELO', 'OSCAR BARRETO QUIROGA', 'MAURICIO GÓMEZ AMÍN', 'KARINA ESPINOSA OLIVER', 'GERMÁN BLANCO ÁLVAREZ', 'JUAN CARLOS GARCÍA GÓMEZ', 'FABIÁN DÍAZ PLATA', 'PAULINO RIASCOS', 'NADIA BLEL SCAFF', 'ESMERALDA HERNÁNDEZ', 'JUAN SAMY MERHEG', 'EFRAIN CEPEDA', 'SOLEDAD TAMAYO', 'JOSÉ LUIS PÉREZ OYUELA', 'CARLOS ABRAHAM JIMÉNEZ', 'MIGUEL URIBE TURBAY', 'JOSÉ DAVID NAME', 'JUAN CARLOS GARCÉS', 'ANTONIO CORREA JIMÉNEZ', 'JULIO ALBERTO ELÍAS VIDAL', 'JUAN FELIPE LEMOS', 'EDGAR DIAZ CONTRERAS', 'HONORIO HENRÍQUEZ PINEDO', 'GUSTAVO MORENO HURTADO', 'PALOMA VALENCIA LASERNA', 'CLARA LÓPEZ OBREGÓN', 'JULIÁN DAVID LÓPEZ TENORIO', 'HERÁCLITO LANDINEZ', 'JORGE TAMAYO MARULANDA', 'ANA PAOLA GARCÍA', 'SARAY ROBAYO BECHARA', 'LEONARDO GALLEGO ARROYAVE', 'JORGE H. BASTIDAS ROSERO', 'DOLCEY TORRES ROMERO', 'GERSON LISIMACO MONTAÑO', 'EDINSON V. OLAYA MANCIPE', 'ALVARO L. RUEDA CABALLERO', 'HAIVER RINCÓN GUTIÉRREZ', 'CARLOS F. QUINTERO OVALLE', 'DANIEL CARVALHO MEJÍA', 'CAMILO LONDOÑO BARRERA', 'CHRISTIAN GARCÉS ALJURE', 'ERIKA T. SÁNCHEZ PINTO', 'MIGUEL LÓPEZ ARISTIZABAL', 'JAIME R. SALAMANCA TORRES', 'PIEDAD CORREAL RUBIANO', 'OSCAR R. CAMPO HURTADO', 'EDWARD OSORIO AGUIAR', 'LINA M. GARRIDO MARTÍN', 'ANIBAL HOYOS FRANCO', 'RUTH CAICEDO DE ENRÍQUEZ', 'MILENE JARAVA DÍAZ', 'OMES DE JESÚS ECHEVERRÍA', 'OLGA B. GONZÁLEZ CORREA', 'FLORA PERDOMO ANDRADE', 'MARY ANNE ANDREA PERDOMO', 'ALEJANDRO MARTÍNEZ SÁNCHEZ', 'ASTRID SÁNCHEZ MONTES DE OCA', 'AGMETH ESCAF TIJERINO', 'JOSÉ ELIÉCER SALAZAR LÓPEZ', 'OSCAR H. SÁNCHEZ LEÓN', 'OLGA L. VELÁSQUEZ NIETO', 'JORGE A. CERCHIARO FIGUEROA', 'GERMÁN R. ROZO ANÍS', 'SUSANA GÓMEZ CASTAÑO', 'KATHERINE MIRANDA', 'CARLOS ARDILA ESPINOSA', 'JEZMI LIZETH BARRAZA', 'ERMES E. PETE VIVAS', 'JORGE A. QUEVEDO', 'ETNA TAMARA ARGOTE', 'ÁLVARO MONEDERO RIVERA', 'MARELEN CASTILLO TORRES', 'YULIETH SÁNCHEZ', 'INGRID SOGAMOSO ALFONSO', 'CIRO RODRÍGUEZ PINZÓN', 'ALEJANDRO GARCÍA RIOS', 'EDUAR TRIANA RINCON', 'CRISTOBAL CAICEDO ANGULO', 'DIEGO CAICEDO NAVAS', 'ALEJANDRO OCAMPO GIRALDO', 'JUAN MANUEL CORTES DUEÑAS', 'ALFREDO APE CUELLO', 'MAURICIO PARODI DÍAZ', 'HERNANDO GONZÁLEZ', 'HERNANDO GUIDA PONCE', 'CAROLINA ARBELÁEZ', 'JULIO ROBERTO SALAZAR', 'JUAN ESPINAL', 'OSCAR VILLAMIZAR MENESES', 'GILDARDO SILVA', 'LILIANA RODRÍGUEZ', 'KARYME COTES MARTÍNEZ', 'HERNÁN D. CADAVID', 'JUAN CARLOS WILLS', 'ANDRÉS JIMÉNEZ', 'SANTIAGO OSORIO MARÍN', 'JÓSE JAIMÉ USCATEGUI', 'WADITH MANZUR IMBETT', 'WILMER GUERRERO AVENDAÑO', 'LUIS CARLOS OCHOA TOBON', 'ANGELA MARÍA VERGARA GONZÁLEZ', 'HUGO ALFONSO ARCHILA SUÁREZ  y otras firmas ilegibles.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,0.017543859649122806,114.0
628,PL144-24,PL 144-24 SEGURIDAD JURÍDICA PERSONAS MAYORES,"['NICOLAS ALBEIRO ECHEVERRY ALVARÁN', 'GUIDO ECHEVERRI PIEDRAHITA', 'SOLEDAD TAMAYO TAMAYO', 'MARCOS DANIEL PINEDA', 'JUAN SAMY MERHEG MARÚN;  ANDRÉS FELIPE JIMÉNEZ VARGAS.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,0.16666666666666666,6.0
629,PL143-24,PL 143-24 EFICIENCIA ENERGÉTICA,"['ANGELICA LOZANO CORREA', 'JOSÉ DAVID NAME CARDOZO', 'MARCOS DANIEL PINEDA GARCÍA', 'ANDREA PADILLA VILLARAGA', 'ANA CAROLINA ESPITIA JERÉZ', 'INTI ASPRILLA REYES', 'ARIEL AVILA MARTÍNEZ', 'HUMBERTO DE LA CALLE LOMBANA', 'CAROLINA GIRALDO BOTERO', 'MARTHA LISBETH ALFONSO JURADO.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,0.8,10.0
630,PL142-24,PL 142-24 HUMEDALES CONVENCIÓN RAMSAR,"['ANGELICA LOZANO CORREA', 'JOSÉ DAVID NAME CARDOZO', 'MARCOS DANIEL PINEDA GARCÍA', 'ANA CAROLINA ESPITIA JERÉZ', 'INTI ASPRILLA REYES', 'ARIEL AVILA MARTÍNEZ', 'HUMBERTO DE LA CALLE LOMBANA', 'CAROLINA GIRALDO BOTERO', 'MARTHA LISBETH ALFONSO JURADO.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,0.7777777777777778,9.0
631,PL141-24,PL 141-24 MODERNIZACIÓN PLANTAS DE PERSONAL,"['ANGELICA LOZANO CORREA', 'OLGA LUCÍA VELÁSQUEZ NIETO', 'CRISTIAN DANILO AVENDAÑO FINO', 'CAROLINA GIRALDO BOTERO', 'DUVALIER SÁNCHEZ ARANGO', 'WILMER CASTELLANOS HERNÁNDEZ.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,1.0,6.0
632,PL140-24,PL 140-24 MOD,"['ANGELICA LOZANO CORREA', 'ANA CAROLINA ESPITIA JEREZ', 'HUMBERTO DE LA CALLE LOMBANA', 'OLGA LUCÍA VELÁSQUEZ NIETO', 'CRISTIAN DANILO AVENDAÑO FINO', 'CAROLINA GIRALDO BOTERO', 'WILMER CASTELLANOS HERNÁNDEZ.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,1.0,7.0
633,PL139-24,PL 139-24 AMPLIACIÓN CUPOS EDUCACIÓN SUPERIOR,"['ESTEBAN QUINTERO CARDONA', 'JOSÉ VICENTE CARREÑO CASTRO', 'ANDRÉS GUERRA HOYOS', 'PAOLA HOLGUÍN MORENO', 'ENRIQUE CABRALES BAQUERO', 'JOSUÉ ALIRIO BARRERA', 'HONORIO HENRÍQUEZ PINEDO', 'GUSTAVO MORENO HURTADO', 'JULIO ELÍAS VIDAL', 'YULIETH ANDREA SÁNCHEZ', 'JUAN FELIPE CORZO ÁLVAREZ', 'JUAN ESPINAL']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,-0.75,12.0
634,PL138-24,PL 138-24 BANCO NAL PERFILES GENETICOS,"['HUMBERTO DE LA CALLE LOMBANA', 'GUIDO ECHEVERRI PIEDRAHITA', 'ARIEL ÁVILA MARTÍNEZ', 'PALOMA VALENCIA LASERNA', 'GERMÁN BLANCO ÁLVAREZ', 'ALEJANDRO VEGA PÉREZ', 'ANDREA PADILLA VILLARRAGA', 'DAVID LUNA SÁNCHEZ', 'CLARA LÓPEZ OBREGÓN', 'CAROLINA ARBELÁEZ GIRALDO', 'DANIEL CARVALHO MEJÍA', 'CATHERINE JUVIANO CLAVIJO.']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,0.3333333333333333,12.0
635,PL137-24,PL 137-24 TRASTORNO ESPECTRO AUTISTA,"['GERMÁN BLANCO ÁLVAREZ', 'OSCAR BARRETO QUIROGA', 'EFRAÍN CEPEDA SARABIA', 'NADIA BLEL SCAFF', 'LORENA RIOS CUELLAR', 'KARINA ESPINOSA OLIVER', 'ANDREA PADILLA VILLARRAGA', 'HUMBERTO DE LA CALLE LOMBANA', 'AROLINA ARBELÁEZ GIRALDO', 'HUGO ALFONSO ARCHILA SUÁREZ']",Proyecto de ley,2024-2025,2022 - 2026,pendiente,0.0,10.0
